Food_ID,Food name and Description,Alternate/Common name(s),Water (g),"Energy, calculated (kcal)",Protein (g),Total Fat (g),"Carbohydrate, total (g)","Ash, total (g)",Image Link
F225,Corned beef loaf,N/A,62.8,227,13.3,17.9,3.1,2.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F2251.png
F226,"Corned beef, cnd",Karne norte,69.4,168,17.9,10.7,0,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F2261.png
F227,Embotido,N/A,66.5,164,10.1,8.5,11.7,3.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F227.jpg
F228,Ham,Hamon,42.4,421,16.4,39.5,0,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa59.jpg
F229,"Ham, chopped, cnd",N/A,61.7,220,14.1,16.1,4.6,3.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F2291.png
F230,"Ham, deviled spread",N/A,58.2,254,13.8,18.9,7.2,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa59.jpg
F231,"Ham, pork, sweet, chopped",N/A,72.4,117,10.7,4.4,8.7,3.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F231_HamPorkSweet.jpg
F232,Hamburger patty,N/A,43.3,319,10.8,20.1,23.8,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F232.png
F233,"Liver pate, cnd",N/A,60.3,232,14.5,17.5,4,3.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa60.jpg
F234,Liver spread,N/A,63.6,185,9.3,9.8,14.9,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F2341.png
F235,"Luncheon meat, cnd",N/A,52.4,307,13.7,26.4,3.7,3.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F2351.png
F236,"Luncheon meat, deviled spread",N/A,54.7,308,12.1,28.4,1,3.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F236.png
F237,"Luncheon meat, pork & ham",N/A,51.6,321,13.6,28.6,2.3,3.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F237.jpg
F238,"Luncheon meat, pork, Chinese style",N/A,55.1,296,10.7,25,7.1,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F238_LuncheonMeatChinese.jpg
F240,Meat loaf,N/A,66.5,161,9.7,7.7,13.1,3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F240_MeatLoaf.jpg
F241,"Pork crackling, internal organ","Chicharon/Sitsaron baboy, lamang loob",32.6,373,37.8,24.6,0,5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa61.jpg
F242,"Pork crackling, skin","Chicharon/Sitsaron baboy, balat",1.8,591,65.6,36.5,0,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F242.png
F243,Pork jerky,"Tapa, baboy",51.4,277,15.8,19.2,10.2,3.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F243.jpg
F245,"Pork, sweet cured","Tocino, baboy",53.6,206,11.2,6.4,25.9,2.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F245_PorkSweetCured.jpg
F246,"Pork, sweet cured, Pampanga","Tocino, baboy, Pampanga",59,223,10.1,13.8,14.7,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa63.jpg
F247,"Potted meat spread, w/ cereal, cnd",N/A,63.4,186,7.7,9.9,16.6,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa63.jpg
F248,"Sausage, bologna",N/A,70,165,10.1,11.7,4.9,3.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F2481.png
F249,"Sausage, chorizo","Longanisa, chorizo",25.8,440,29.6,33.2,5.8,5.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F249.png
F250,"Sausage, chorizo, Bilbao style","Longanisa, chorizo de Bilbao",37.2,436,18,40.3,0.2,4.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F250.jpg
F251,"Sausage, frankfurter",N/A,63.8,208,13.3,15.1,4.8,3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F251.jpg
F252,"Sausage, ham",N/A,69.6,160,14.1,10.3,2.8,3.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F2521.png
F253,"Sausage, hotdog",N/A,62.1,226,13.4,17,4.8,2.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F253.jpg
F254,"Sausage, hotdog, smoked",N/A,71.1,160,12.9,10.8,2.7,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F254.png
F255,"Sausage, hotdog, w/ cheese",Cheese dog,57.6,245,11.7,18.1,8.8,3.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F2551.jpg
F256,"Sausage, mortadella",N/A,60.3,260,8.6,22.1,6.7,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F258.png
F257,"Sausage, pork","Longanisa, baboy",47.3,316,11.8,22.7,15.8,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F250.jpg
F258,"Sausage, pork & beef","Longanisa, baboy at baka",37,432,13.5,38.5,7.8,3.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F238_LuncheonMeatChinese.jpg
F259,"Sausage, pork, Chinese","Longanisa, baboy, Chinese/Chorizo de Macau",25.3,498,15.6,42.6,13,3.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F238_LuncheonMeatChinese.jpg
F260,"Sausage, salami",N/A,59.6,244,16.2,18.7,2.7,2.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F260.jpg
F261,"Sausage, Vienna",N/A,69.8,163,8.8,10.5,8.4,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F261_SausageVienna.jpg
F262,"Sausage, Vienna, tidbits",N/A,74.6,127,8.3,6.6,8.5,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F261_SausageVienna.jpg
F263,Venison jerky,"Tapa, usa",17.7,323,62.8,8,0,11.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F262.png
F264,"Chicken blood, bbq",Betamax,77.9,91,16,1.7,2.8,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa65.jpg
F265,"Chicken, whole, seasoned, roasted",Lechon manok,56,226,24.8,12,4.7,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa65.jpg
F266,"Chicken, whole, seasoned, roasted, skin and visible fat removed","Lechon manok, walang balat",63.7,162,26.2,5.4,2.2,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F2652.png
F267,"Pork, bbq",Barbekyung baboy,33.1,408,21.5,29.8,13.5,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F266_copy1.png
F268,"Pork back, seasoned, roasted, skin and visible fat removed","Baboy likod, laman, litson",60.6,177,31.2,4.9,2,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F268_copy1.png
F269,"Pork belly, seasoned, roasted","Baboy liempo, litson",41.8,385,21,31.6,4.1,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F269_copy1.png
F270,"Pork belly, seasoned, roasted, skin and visible fat removed","Baboy liempo, litson, walang balat at taba",52.8,299,24,22.6,0,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F270_copy1.png
F271,"Pork skin, seasoned, roasted","Baboy balat, litson",13.8,559,33,47.4,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F271_copy1.png
F272,"Beef franks, raw",N/A,66.1,205,13.9,16.1,1,2.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F272_copy1.png
F273,"Sausage, pepperoni, raw",N/A,59.9,237,12.8,18.6,4.6,4.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F273_copy1.png
G001,Abalone,Lapas/Kapinan,68.6,120,20.5,0.9,7.4,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G001.png
G002,Abalone juice,Lapas/Kapinan katas,79.6,74,10.6,0.4,7.1,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa66.jpg
G003,Amber fish,Tonto,80,81,18.1,0.9,0,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa67.jpg
G004,Sinarapan,Tabios,83.1,64,13.3,1.2,0,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa66.jpg
G005,"Anchovy, Indian (adult)",Tuakang,77,85,20.9,0.1,0.1,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa68.jpg
G006,"Anchovy, long-jawed, w/o head","Dilis, walang ulo",71.7,129,19.9,5.5,0,2.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G006.png
G007,"Anchovy, long-jawed, whole","Dilis, buo",79.8,69,14.1,1.4,0,2.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G008,"Barracuda, striped",Turcillo,77.9,90,19.7,1.2,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G009,"Butterfly fish, threadfin",Paru-paro,78.5,85,19.8,0.6,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G009.jpg
G009,"Butterfly fish, threadfin",Paru-paro,78.5,85,19.8,0.6,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G010,"Fusilier, goldband",Dalagang bukid,73.4,128,21.5,4.7,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G010.jpg
G011,Cardinal fish,Dangat,81,73,17.4,0.4,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa69.jpg
G012,Carp,Karpa,68.7,185,17.8,12.6,0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G013,"Catfish, freshwater",Hito,79.6,80,18.7,0.6,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G013.jpg
G014,"Catfish, saltwater",Kanduli,79,86,18.2,1.5,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa70.jpg
G015,"Cavalla, banded",Talakitok/Maliputo,75.7,108,20.1,3.1,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G015.jpg
G016,"Cavalla, banded, fried","Talakitok, prito",69.9,160,20.2,8.8,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G016.jpg
G017,"Cavalla, banded, steamed","Talakitok, pinasingawan",85.4,67,11.2,2.5,0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G017.jpg
G019,"Clam, freshwater, tulya",Tulya,78,95,7.6,1.9,11.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G019.jpg
G020,"Clam, freshwater, tulya, boiled","Tulya, nilaga",75.5,105,8.9,1.9,13,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G020.jpg
G021,"Clam, halaan",Halaan,87.2,47,6.7,0.7,3.5,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G022,"Clam, halaan, boiled","Halaan, nilaga",81,74,10.5,1.1,5.4,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G023,"Clam, imbao",Imbao,82.3,64,6.8,0.8,7.3,2.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G024,"Clam, imbao, boiled","Imbao, nilaga",86.5,47,6.4,0.6,4.1,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G025,"Clam, kabibi",Kabibi,84.8,62,9,1.6,3,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G026,"Clam, kanturi",Kanturi,84,59,12.2,1,0.3,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G027,"Clam, lukan",Lukan,89.7,43,5.1,0.7,4,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G028,"Clam, rayed shell",Paros,87.5,48,8.7,0.8,1.4,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G029,"Clam, razor shell",Tikhan,88.5,41,8,0.4,1.4,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G030,"Clam, tongue",Balay,78.6,98,12.4,3.4,4.4,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G031,"Clam, tongue, head, blanched","Balay, ulo, binanlian",81.3,79,5.9,2,9.4,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G032,"Clam, tongue, tail","Balay, buntot",87.1,51,9.4,0.4,2.5,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G033,"Clam, venus",Bigatan,66.4,138,12.8,2,17.3,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G034,"Clam, wedge shell/bean",Alamis,82.2,71,8.8,1.7,5.1,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa82.jpg
G035,"Climbing perch, common",Martiniko,81.2,71,17.4,0.2,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G036,"Crab, blue swimming, fat",Alimasag alige,76.8,86,11.5,4.4,0,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G036.png
G037,"Crab, blue swimming, w/o fat",Alimasag laman,75.7,93,19.9,0.5,2.2,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G0371.png
G038,"Crab, blue swimming, w/o fat, boiled","Alimasag laman, nilaga",74.6,98,19.4,0.9,3.1,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G0381.png
G039,"Crab, mud/mangrove, fat",Alimango alige,58.1,188,26,5.6,8.5,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G039.jpg
G040,"Crab, mud/mangrove, w/o fat",Alimango laman,76.5,103,18.5,3.2,0,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G040.png
G041,"Crab, mud/mangrove, w/o fat, boiled","Alimango laman, nilaga",78.2,88,17.6,1.9,0,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G0411.png
G042,"Crab, shore",Talangka,68.1,122,13.8,3.8,8.1,6.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G043,"Crevalle, deep-bellied",Salay-salay aso,78.1,87,19.4,1,0,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G044,"Crevalle, even-bellied",Salay-salay,79.3,85,17.7,1.6,0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G045,"Croaker, tigertooth",Abo,75.6,89,19.1,1.4,0,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G046,"Croaker, plain","Alakaak/Croaker, truncate-tail",79.5,80,19.1,0.4,0,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G047,"Croaker, smooth-scaled whiskered",N/A,79.1,84,18.6,1.1,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G048,"Drepane, speckled",Mayang,80.8,80,16.8,1.4,0,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G049,"Eel, silver pike",Pindanga,80.9,72,17.5,0.2,0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G050,"Eel, swamp",Palos,72.7,139,19.2,6.9,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G051,Fish roe,"Isda, itlog",75.2,123,17.3,5.6,0.9,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G051.jpg
G052,"Flatfish/Brill, rough-scaled",Dapa,78,84,20.5,0.2,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa88.jpg
G053,"Flatfish/Brill, smooth-scaled",Dapang bilog,78.9,81,19.7,0.2,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G053.jpg
G054,"Flatfish/Turbot, Indian",Kalangkaw,75.5,94,23,0.2,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G054.jpg
G055,"Flathead, Indian",Sunog,76.5,90,22.1,0.2,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa91.jpg
G056,Flying fish,Bulador/Borador,77.5,86,21,0.2,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G056.jpg
G057,"Garfish, common",Kambabalo/Hound needlefish,70.8,115,26.6,0.9,0,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa92.jpg
G058,"Gizzard shad, short-finned",Kabasi/Chacunda gizzard shad,79.5,78,18.6,0.4,0,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G058.jpg
G059,"Goatfish, ochrebanded",Saramulyete,78.8,87,18.7,1.3,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G059.jpg
G060,"Goby, flat-headed",Biyang puti/Tank goby,78.9,81,19.7,0.2,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G060.jpg
G061,"Goby, long-tailed",Talimusak,78,89,16.8,2.4,0,2.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G062,Gouramy,Gurami/Goramy,79.6,91,16.9,2.6,0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G063,"Grouper, whitespotted",Lapu-lapu,83.6,63,14.9,0.4,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G064,"Hair tail, largehead",Balila,79.6,80,19.1,0.4,0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G065,"Halfbeak, long billed",Buguing,78.2,88,19.2,1.2,0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G065.jpg
G066,Hard-tail,Oriles,76,96,21.4,1.2,0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G067,"Herring, big-eyed",Tuabak/Dilat,75.4,96,22.2,0.8,0,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G068,"Herring, deep-bodied",Lapad/White sardinella,77.3,91,19.7,1.3,0,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G007.png
G069,"Lizard fish, common",Kalaso,80.4,75,18.2,0.2,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa97.jpg
G070,"Mackerel, short-bodied",Hasa-hasa,74.5,108,21.6,2.4,0,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G070.jpg
G071,"Mackerel, short-bodied, fried","Hasa-hasa, prito",61.2,221,21.6,14.9,0,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G071.jpg
G072,"Mackerel, Spanish",Tangigi,79.7,80,17.6,1.1,0,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa98.jpg
G073,"Mackerel, Indian",Alumahan,74.2,118,21.8,3.4,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G073.jpg
G074,Milkfish,Bangus,72.8,137,19.8,6.4,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G074.jpg
G075,"Milkfish, broiled","Bangus, inihaw",66.8,137,23.4,4.8,0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G075.jpg
G076,"Milkfish, fried","Bangus, prito",56.8,188,23.6,10.4,0,2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G076web.jpg
G077,"Mojarra, longfin",Hubad,79.9,77,18.9,0.2,0,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa99.jpg
G078,"Mojarra, whipfin",Malakapas,77.8,87,20.4,0.6,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G078web.jpg
G079,"Moonfish, spotted",Chabita/Hiwas,72.3,116,24.4,2,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G079web.jpg
G080,Moray,Malabanos,74.7,116,20.1,4,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa.jpg
G081,"Mudfish/Murrel, striated",Dalag,77.6,99,21.2,1.6,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G081web.jpg
G082,"Mudfish/Murrel, striated, boiled","Dalag, nilaga",75.8,95,22.8,0.4,0,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G082.jpg
G083,"Mullet, black-finned",Talilong/Otomebora mullet,75.5,113,19.3,4,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa1.jpg
G084,"Mullet, large-scaled",Banak,77.8,89,20,1,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G084web.jpg
G085,"Mussel, green",Tahong,64.2,166,13.6,7.5,11.1,3.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G085_copy.png
G086,"Mussel, green, boiled","Tahong, nilaga",90.3,33,3.1,0.4,4.3,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G086_copy.png
G087,"Bream, doublewhip threadfin",Bisugo,78.2,90,19,1.5,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa2.jpg
G088,Octopus,Pugita,84.9,59,13.3,0.6,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G0881.png
G089,Oyster,Talaba,85.5,60,5.9,1.7,5.2,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G0891.png
G090,"Oyster, window pane, meat","Kapis, laman",70.2,119,23.3,1.4,3.3,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G0901.png
G091,"Parrot fish, daisy",Isdang loro,78.5,84,20,0.4,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G091.jpg
G092,"Threadfish, Indian",Damis/Diamond trevally,77.3,89,20.5,0.8,0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa3.jpg
G093,"Silvergrunt, bluecheek",Bangok-ngok,78.9,83,19.2,0.7,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa4.jpg
G094,"Pomfret, black",Pampano,78,93,18.8,2,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G094web.jpg
G095,"Bream, humpnose big-eye",Malaking mata,79.3,80,18.9,0.5,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa5.jpg
G096,"Emperor, pink ear",Bitilla,77.3,89,21.1,0.5,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G096.jpg
G097,"Seabream, goldsilk",Bakokong moro,79.6,77,19,0.1,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa6.jpg
G098,Red snapper/Malabar,Maya-maya,83.2,64,15.6,0.2,0,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize2253.jpg
G099,"Runner, rainbow",Salmon,78.5,85,19.6,0.7,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa7.jpg
G100,"Sardine, bombon",Tawilis/Freshwater sardinella,75,114,19.3,4.1,0,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G100web.jpg
G101,"Sardine, fimbriated",Tabagak,75.3,106,20.5,2.7,0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa8.jpg
G102,"Sardine, fimbriated, fry",Silinyasi,74.6,101,20.6,2.1,0,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G102.jpg
G103,"Sardine, Indian","Tamban/Sardine, Indian oil",74.2,120,19.5,4.7,0,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G103web.jpg
G104,"Scad, big-eye",Matang baka,76.9,105,20.8,2.4,0,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G104web.jpg
G105,"Scad, round",Galunggong,76.8,100,20.4,2.1,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G105web.jpg
G106,Sea bass,Apahap,80.7,75,17.8,0.4,0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G106web.jpg
G107,"Sea catfish, smooth-headed",Bunguan/Bongoan,77.3,89,21.3,0.4,0,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa9.jpg
G113,"Shrimp, banana prawn","Hipon, puti",76.8,91,19,0.8,2,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G113web.jpg
G114,"Shrimp, banana prawn, boiled","Hipon, puti, nilaga",73.8,104,11.2,0.4,14,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G114web.jpg
G115,"Shrimp, freshwater",Ulang,72.4,93,19.4,1.7,0,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G115web.jpg
G116,"Shrimp, freshwater (small)","Hipon, tagunton",74.4,98,20.2,1.9,0,3.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G116web.jpg
G117,"Shrimp, giant tiger prawn",Sugpo,76.6,93,20,0.9,1.2,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G117web.jpg
G118,"Shrimp, giant tiger prawn, head","Sugpo, ulo",81.7,74,11.9,2.2,1.6,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G118web.jpg
G119,"Shrimp, greasy back","Hipon, suwahe",80,78,17.7,0.6,0.4,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G119web.jpg
G120,"Shrimp, greasy back, boiled","Hipon, suwahe, nilaga",78.3,84,18.2,0.4,1.9,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G120web.jpg
G121,"Shrimp, sergestid",Alamang,78.9,78,16.6,1.3,0,3.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G121web.jpg
G122,"Siganid, javan",Samaral/Streaked spinefoot,77.9,89,19.8,1.1,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G122web.jpg
G123,Silver-bar fish,Parang-parang/Dorab wolf-herring,77.1,87,21.1,0.3,0,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G123.jpg
G125,"Slipmouth, black-finned",Dalangat,78.5,88,18.7,1.5,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa11.jpg
G126,"Slipmouth, common",Sapsap,78.6,91,18.2,2,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G126web.jpg
G127,"Snail, black","Kuhol, itim",77.6,79,12.2,0.4,6.6,3.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G127web.jpg
G128,"Snail, freshwater",Susong pilipit,71.8,94,9.4,0.8,12.2,5.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G128web.jpg
G129,"Snail, golden","Kuhol, kulay ginto",79.5,74,12.8,0.6,4.3,2.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G129web.jpg
G130,Spadefish,Kitang/Spotted scat,76.4,99,20.3,2,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G130web.jpg
G131,Squid,Pusit,82.2,71,15.6,1,0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G131web.jpg
G132,"Squid, boiled","Pusit, nilaga",80.4,80,17.4,1.2,0,1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G132web.jpg
G133,"Sting ray, blue-spotted",Dahonan/Dahunan,80.1,74,18.3,0.1,0,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa12.jpg
G134,"Sting ray, honeycomb","Paging, bulik",84.2,59,14.3,0.2,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G134web.jpg
G135,"Surgeonfish, blue-lined",Labahita,80.2,78,17.8,0.7,0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa13.jpg
